longitude,latitude,address,n
120.37389,37.984299,"670 TWILIGHT CT ,SONORA,CA,95370",5837
120.37518,37.984272,"962 HIGHLANDS VIEW DR ,SONORA,CA,95370",5838
120.37585,37.984692,"532 DUSK LN ,SONORA,CA,95370",5839
120.37753,37.985157,"462 MORNING STAR CT ,SONORA,CA,95370",5840
120.3767,37.985737,"488 MORNING STAR DR ,SONORA,CA,95370",5841
120.37385,37.985439,"626 MORNING STAR DR ,SONORA,CA,95370",5842
120.37703,37.982838,"339 MORNING STAR DR ,SONORA,CA,95370",5843
120.37797,37.982262,"262 MORNING STAR DR ,SONORA,CA,95370",5844
120.37727,37.984222,"408 MORNING STAR DR ,SONORA,CA,95370",5845
120.4258,37.957436,"18462 DALY CT ,JAMESTOWN,CA,95327",5846
120.2868,38.068867,"16130 W BROOKSIDE DR ,SONORA,CA,95370",5847
120.27759,38.124332,"27700 ITALIAN BAR RD ,,CA,95310",5848
120.15604,38.087044,"21950 LAKEVIEW DR ,MI WUK VILLAGE,CA,95346",5849
120.15726,38.087132,"21912 LAKEVIEW DR ,MI WUK VILLAGE,CA,95346",5850
120.39883,37.961555,"16717 MILL VILLA RD ,JAMESTOWN,CA,95327",5851
120.41389,37.915577,"16126 JACKSONVILLE RD ,JAMESTOWN,CA,95327",5852
120.38205,37.984871,"92 LYONS ST ,SONORA,CA,95370",5853
120.382,37.985893,"109 E JACKSON ST ,SONORA,CA,95370",5854
120.38094,37.983665,"137 S SHEPHERD ST ,SONORA,CA,95370",5855
120.37853,37.985168,"224 THEALL ST ,SONORA,CA,95370",5856
120.37964,37.986916,"227 LYONS ST ,SONORA,CA,95370",5857
120.38018,37.985676,"151 LYONS ST ,SONORA,CA,95370",5858
120.38995,37.981949,"630 WOODS CREEK DR ,SONORA,CA,95370",5859
120.38842,37.983463,"310 YANEY AVE ,SONORA,CA,95370",5860
120.38796,37.983166,"16 N POPLAR ST ,SONORA,CA,95370",5861
120.38747,37.983734,"30 ELM ST ,SONORA,CA,95370",5862
120.38687,37.984737,"65 OAK ST ,SONORA,CA,95370",5863
120.38731,37.982536,"24 S POPLAR ST ,SONORA,CA,95370",5864
120.38799,37.982094,"342 W STOCKTON ST ,SONORA,CA,95370",5865
120.38589,37.983536,"176 BRADFORD ST ,SONORA,CA,95370",5866
120.38578,37.98386,"127 W JACKSON ST ,SONORA,CA,95370",5867
120.38358,37.984016,"56 LINOBERG ST ,SONORA,CA,95370",5868
120.38142,37.987835,"49 MONTE VISTA LN ,SONORA,CA,95370",5869
120.38191,37.988567,"116 SUMMIT AVE ,SONORA,CA,95370",5870
120.39111,37.986244,"356 ALPINE LN ,SONORA,CA,95370",5871
120.23721,37.958794,"18517 PINE ST ,TUOLUMNE,CA,95379",5872
120.23486,37.960251,"18521 FIR AVE ,,CA,95379",5873
120.23522,37.958599,"18507 MADRONE ST ,TUOLUMNE,CA,95379",5874
120.23873,37.957886,"18488 MAIN ST ,TUOLUMNE,CA,95379",5875
120.23753,37.957081,"18420 PINE ST ,TUOLUMNE,CA,95379",5876
120.2372,37.958035,"18467 PINE ST ,TUOLUMNE,CA,95379",5877
120.23642,37.957199,"18438 CARTER ST ,,CA,95379",5878
120.23679,37.958393,"18471 LAUREL AVE ,TUOLUMNE,CA,95379",5879
120.23424,37.957466,"18535 ELM AVE ,TUOLUMNE,CA,95379",5880
120.23334,37.958607,"18604 LAUREL AVE ,TUOLUMNE,CA,95379",5881
120.23292,37.968025,"19023 CARTER ST ,,CA,95379",5882
120.24023,37.959274,"18287 WILLOW AVE ,,CA,95379",5883
120.24001,37.958469,"18410 OAK ST ,TUOLUMNE,CA,95379",5884
120.01692,38.197056,"31725 QUAIL DR ,STRAWBERRY,CA,95375",5885
120.01111,38.197063,"28180 OLD STRAWBERRY DR ,STRAWBERRY,CA,95375",5886
120.01156,38.197258,"28276 OLD STRAWBERRY DR ,STRAWBERRY,CA,95375",5887
120.01208,38.196522,"28234 RIVER DR ,STRAWBERRY,CA,95375",5888
120.01019,38.196423,"28317 RIVER DR ,STRAWBERRY,CA,95375",5889
120.00891,38.197163,"28357 RIVER DR ,STRAWBERRY,CA,95375",5890
120.27384,38.053299,"16739 HACKAMORE CT ,SONORA,CA,95370",5891
0,0,"14895 MONO WAY ,SONORA,CA,95370",5892
120.17094,38.076702,"25088 STATE HIGHWAY 108 ,MI WUK VILLAGE,CA,95346",5893
120.16841,38.077717,"25134 STATE HIGHWAY 108 ,MI WUK VILLAGE,CA,95346",5894
120.19937,38.082542,"29620 ITALIAN BAR RD ,TWAIN HARTE,CA,95383",5895
120.20683,38.082191,"29531 ITALIAN BAR RD ,TWAIN HARTE,CA,95383",5896
120.19441,38.085712,"20240 MOUNTAIN MISERY RD ,,CA,95383",5897
120.15695,38.082657,"25587 STATE HIGHWAY 108 ,MI WUK VILLAGE,CA,95346",5898
120.23103,37.838428,"18736 MAIN ST ,GROVELAND,CA,95321",5899
120.23489,37.963554,"18771 MADRONE ST ,TUOLUMNE,CA,95379",5900
120.23648,37.961552,"18670 CARTER ST ,TUOLUMNE,CA,95379",5901
120.23604,37.959705,"18565 CARTER ST ,TUOLUMNE,CA,95379",5902
120.42114,38.030479,"22500 S AIRPORT RD ,SONORA,CA,95370",5903
120.4012,38.024471,"22171 PARROTTS FERRY RD ,SONORA,CA,95370",5904
120.40468,38.022991,"22216 PARROTTS FERRY RD 50,SONORA,CA,95370",5905
120.40079,38.022816,"22076 CRAIG CT ,SONORA,CA,95370",5906
120.40154,38.022163,"11250 MCKELLAR DR ,SONORA,CA,95370",5907
120.40109,38.022064,"22120 KAY CT ,SONORA,CA,95370",5908
120.4007,38.024082,"22117 PARROTTS FERRY RD ,SONORA,CA,95370",5909
120.37892,38.034775,"22634 SAWMILL FLAT RD ,SONORA,CA,95370",5910
120.38928,38.021374,"11690 RAMBLER RD ,SONORA,CA,95370",5911
120.38145,38.022655,"22030 SAWMILL FLAT RD ,SONORA,CA,95370",5912
120.40355,37.985188,"20062 GIBBS DR ,SONORA,CA,95370",5913
120.40345,37.986355,"11132 REDBUD RD ,SONORA,CA,95370",5914
120.40185,37.986397,"11210 REDBUD RD ,SONORA,CA,95370",5915
120.40303,37.982952,"19835 VILLA DR ,SONORA,CA,95370",5916
120.4018,37.991245,"11185 RACETRACK RD ,SONORA,CA,95370",5917
120.40165,37.990543,"11211 COOPERS CT ,SONORA,CA,95370",5918
120.41295,37.987862,"20106 JAMESTOWN RD 19,SONORA,CA,95370",5919
120.42992,37.974754,"19463 PEPPERMINT FALLS RD ,JAMESTOWN,CA,95327",5920
120.40364,37.982681,"19849 VILLA DR 110,SONORA,CA,95370",5921
120.38761,38.019714,"21912 SAWMILL FLAT RD ,SONORA,CA,95370",5922
120.38938,38.010727,"21301 OLD SONORA COLUMBIA RD ,SONORA,CA,95370",5923
120.37888,38.004692,"21091 SKYVIEW DR ,SONORA,CA,95370",5924
120.38599,38.005356,"21151 OLD SONORA COLUMBIA RD ,SONORA,CA,95370",5925
120.38577,38.003922,"11889 HIGHWAY 49 ,SONORA,CA,95370",5926
120.38319,38.003601,"11926 HIGHWAY 49 ,SONORA,CA,95370",5927
120.39112,37.999966,"262 RIDGE RD ,SONORA,CA,95370",5928
120.39165,37.999866,"260 RESERVOIR RD ,SONORA,CA,95370",5929
120.39135,37.999138,"245 BANNER DR ,SONORA,CA,95370",5930
120.39009,37.999229,"202 RIDGE RD ,SONORA,CA,95370",5931
120.38796,37.99839,"15 BANNER DR ,SONORA,CA,95370",5932
120.38852,37.997028,"15 SARATOGA RD ,SONORA,CA,95370",5933
120.30691,38.003857,"15350 BEAR CUB DR ,SONORA,CA,95370",5934
120.30425,38.005997,"21201 PHOENIX LAKE RD ,SONORA,CA,95370",5935
120.29282,37.99305,"16075 AVENIDA DEL SOL ,SONORA,CA,95370",5936
120.26932,38.001587,"17202 VALLEY OAK DR ,SONORA,CA,95370",5937
120.27108,38.002121,"17292 VALLEY OAK DR ,SONORA,CA,95370",5938
120.26826,38.001873,"17375 VALLEY OAK DR ,SONORA,CA,95370",5939
120.30602,38.001427,"15250 RIDGEWOOD DR ,SONORA,CA,95370",5940
120.29714,37.996799,"15785 SHADY OAK DR ,SONORA,CA,95370",5941
120.30953,38.000622,"15275 RIDGEWOOD CT ,SONORA,CA,95370",5942
120.28974,38.003204,"16096 PARKRIDGE AVE ,SONORA,CA,95370",5943
120.28159,38.003433,"16491 PARKRIDGE AVE ,SONORA,CA,95370",5944
120.29193,38.001747,"15985 PARKRIDGE AVE ,SONORA,CA,95370",5945
120.28397,38.004257,"16333 PARKRIDGE AVE ,SONORA,CA,95370",5946
120.28747,38.003876,"16200 STINE CT ,SONORA,CA,95370",5947
120.26936,37.992863,"18033 CLOUDS REST RD ,SOULSBYVILLE,CA,95372",5948
120.26813,37.993095,"17043 CLOUDS REST RD ,SOULSBYVILLE,CA,95372",5949
120.27051,37.993412,"16939 CLOUDS REST RD ,SOULSBYVILLE,CA,95372",5950
120.43552,38.003857,"9729 WOOD LOT RD ,SONORA,CA,95370",5951
120.43646,37.996029,"9700 FRAGUERO RD ,SONORA,CA,95370",5952
120.43393,37.994862,"20505 BUCKEYE MINE RD ,SONORA,CA,95370",5953
120.45238,37.995853,"8949 FRAGUERO RD ,SONORA,CA,95370",5954
120.46245,37.999954,"8644 FRAGUERO RD ,SONORA,CA,95370",5955
120.27799,37.986996,"20115 WOODCHUCK RD ,SONORA,CA,95370",5956
120.27943,37.987667,"20139 CHIPMUNK RD ,SONORA,CA,95370",5957
120.28162,37.982452,"19867 WHITTO MINE RD ,SONORA,CA,95370",5958
120.30883,37.984764,"20010 WAIF MINE RD ,SONORA,CA,95370",5959
120.3056,37.98473,"19896 CHRISTIE MAY LN ,SONORA,CA,95370",5960
120.31891,37.989544,"20215 PEACEFUL OAK RD ,SONORA,CA,95370",5961
120.31671,37.988941,"20218 BARBARA RD ,SONORA,CA,95370",5962
120.31657,37.989529,"20210 OVERHOLTZER RD ,SONORA,CA,95370",5963
120.29197,37.983208,"16059 VIA ESTE RD ,SONORA,CA,95370",5964
120.28832,37.983543,"19928 CORTE PRIMERO ,SONORA,CA,95370",5965
120.2861,37.984112,"19813 VIA REDONDA RD ,SONORA,CA,95370",5966
120.28664,37.983376,"19808 VIA REDONDA RD ,SONORA,CA,95370",5967
120.28424,37.9828,"19835 VIA REDONDA RD ,SONORA,CA,95370",5968
120.28478,37.983276,"16365 CORTE DEL CIELO CT ,SONORA,CA,95370",5969
120.28368,37.982803,"19850 VIA REDONDA RD ,SONORA,CA,95370",5970
120.29025,37.982967,"16159 VIA ESTE RD ,SONORA,CA,95370",5971
120.28821,37.982403,"16221 VIA ESTE RD ,SONORA,CA,95370",5972
120.28266,37.983227,"19858 VIA REDONDA RD ,SONORA,CA,95370",5973
120.2737,37.98877,"16822 ALLISON WAY ,SONORA,CA,95370",5974
120.2723,37.989147,"16874 ALLISON WAY ,SONORA,CA,95370",5975
120.27741,37.984039,"16646 DRAPER MINE RD ,SONORA,CA,95370",5976
120.27882,37.97736,"19600 JUBILEE CT ,,CA,95372",5977
120.18639,38.06076,"24216 SIERRA PARK RD ,,CA,95346",5978
120.18459,38.060516,"20712 LAMA ROAD TAMALIN ,,CA,95346",5979
120.18259,38.061321,"20800 LAMA ROAD TAMALIN ,,CA,95346",5980
120.18468,38.059658,"20710 HAIAPO RD ,MI WUK VILLAGE,CA,95346",5981
120.18424,38.059319,"20727 HAIAPO RD ,MI WUK VILLAGE,CA,95346",5982
120.18018,38.062954,"20878 MUHELI RD ,,CA,95346",5983
120.17867,38.063534,"20903 MUHELI RD ,,CA,95346",5984
120.17908,38.062656,"20968 LAMA ROAD TAMALIN ,,CA,95346",5985
120.17874,38.059559,"20908 LAMA ROAD TAMALIN ,,CA,95346",5986
120.17874,38.059559,"20896 LAMA ROAD TEUMETE ,,CA,95346",5987
120.17931,38.061687,"20939 LAMA ROAD TAMALIN ,,CA,95346",5988
120.17742,38.06255,"24297 OLO-WIN TRL ,,CA,95346",5989
120.17694,38.0611,"24221 OLO-WIN TRL ,,CA,95346",5990
120.17593,38.062805,"24327 KALANU PL ,,CA,95346",5991
120.23373,37.968033,"19038 CARTER ST ,TUOLUMNE,CA,95379",5992
120.23889,37.96249,"18704 MAIN ST ,TUOLUMNE,CA,95379",5993
120.23604,37.959347,"18545 CARTER ST ,TUOLUMNE,CA,95379",5994
120.23755,37.958118,"18480 PINE ST ,TUOLUMNE,CA,95379",5995
120.23381,37.958344,"18599 LAUREL AVE ,TUOLUMNE,CA,95379",5996
120.05628,38.160839,"29781 MONO TRL ,COLD SPRINGS,CA,95335",5997
120.05549,38.157524,"29665 ALPINE DR ,COLD SPRINGS,CA,95335",5998
120.05627,38.155109,"29536 LASSEN DR ,COLD SPRINGS,CA,95335",5999
120.05701,38.152359,"29399 LASSEN DR ,COLD SPRINGS,CA,95335",6000
120.05595,38.151974,"29433 LASSEN DR ,COLD SPRINGS,CA,95335",6001
120.04829,38.160164,"29983 MARIPOSA DR ,LONG BARN,CA,95335",6002
120.01511,38.192184,"31514 OLD STRAWBERRY RD ,,CA,95375",6003
120.01626,38.195362,"31768 QUAIL DR ,,CA,95375",6004
120.01197,38.197163,"28248 TANAGER DR ,STRAWBERRY,CA,95375",6005
120.40332,37.99794,"20712 GOPHER DR ,SONORA,CA,95370",6006
120.40369,37.99828,"20699 GOPHER DR ,SONORA,CA,95370",6007
120.40582,37.994556,"20490 W WALNUT DR ,SONORA,CA,95370",6008
120.40555,37.995152,"20515 W WALNUT DR ,SONORA,CA,95370",6009
120.40419,37.994526,"20520 QUAIL HOLLOW CT ,SONORA,CA,95370",6010
120.40014,37.993595,"20375 BAY MEADOWS DR ,SONORA,CA,95370",6011
120.40095,37.99258,"20455 BAY MEADOWS DR ,SONORA,CA,95370",6012
120.40527,37.991135,"11006 RACETRACK RD ,SONORA,CA,95370",6013
120.40836,37.991096,"10917 KELSO CT ,SONORA,CA,95370",6014
120.40705,37.991325,"20321 NASHUA RD ,SONORA,CA,95370",6015
120.40625,37.992203,"10941 DERBY DR ,SONORA,CA,95370",6016
120.40649,37.991703,"20340 NASHUA RD ,SONORA,CA,95370",6017
120.40636,37.994221,"20483 NASHUA RD ,SONORA,CA,95370",6018
120.40889,37.992966,"20410 NIKKI CT ,SONORA,CA,95370",6019
120.40788,37.992214,"10996 DERBY DR ,SONORA,CA,95370",6020
120.40708,37.994843,"20522 NASHUA RD ,SONORA,CA,95370",6021
120.40657,37.994606,"20505 NASHUA RD ,SONORA,CA,95370",6022
120.39824,38.020958,"11434 COLUMBIA VILLAGE DR ,SONORA,CA,95370",6023
120.41003,37.994957,"10868 ROBINWOOD LN ,SONORA,CA,95370",6024
120.40868,37.989689,"20155 ROUGH AND READY TRL ,SONORA,CA,95370",6025
120.39936,38.036659,"22799 COLUMBIA ST ,COLUMBIA,CA,95310",6026
120.39661,38.035347,"11408 YANKEE HILL RD ,COLUMBIA,CA,95310",6027
120.40535,38.034836,"11097 STATE ST ,COLUMBIA,CA,95310",6028
120.40405,38.032467,"22611 PARROTTS FERRY RD ,COLUMBIA,CA,95310",6029
120.40579,38.028687,"22389 PARROTTS FERRY RD ,COLUMBIA,CA,95310",6030
120.4036,38.031837,"22571 CHURCH LN ,COLUMBIA,CA,95310",6031
120.40065,38.031456,"22557 KENNEBEC LN ,COLUMBIA,CA,95310",6032
120.39755,38.041367,"23041 ITALIAN BAR RD ,COLUMBIA,CA,95310",6033
120.40929,38.036587,"10956 GREEN ST 186,COLUMBIA,CA,95310",6034
120.40791,38.035824,"10956 GREEN ST 202,COLUMBIA,CA,95310",6035
120.40765,38.037098,"10956 GREEN ST ,COLUMBIA,CA,95310",6036
120.40922,38.037605,"10956 GREEN ST 245,COLUMBIA,CA,95310",6037
120.26961,37.999245,"16977 WAGON WHEEL RD ,SONORA,CA,95370",6038
120.27348,37.999729,"16894 CRESTVIEW DR ,SONORA,CA,95370",6039
120.27252,37.995602,"20590 N SUNSHINE RD ,SONORA,CA,95370",6040
120.27101,37.999039,"16910 CRESTVIEW DR ,SONORA,CA,95370",6041
120.26989,37.996433,"17006 MONO VISTA RD N ,SONORA,CA,95370",6042
120.21518,38.051628,"19345 SUPERIOR DR ,TWAIN HARTE,CA,95383",6043
120.20947,38.055962,"19640 MICHIGAN DR ,TWAIN HARTE,CA,95383",6044
120.21531,38.05471,"19400 MIDDLECAMP-SUGARPINE R ,,CA,95383",6045
120.21606,38.053738,"19351 MIDDLECAMP-SUGARPINE R ,,CA,95383",6046
120.21285,38.053684,"23765 CONFIDENCE-SOUTH FRK ,,CA,95383",6047
120.20959,38.054375,"19565 WANITA LN ,TWAIN HARTE,CA,95383",6048
120.21848,38.049725,"19220 MICHIGAN DR ,TWAIN HARTE,CA,95383",6049
120.21529,38.048923,"19305 MICHIGAN DR ,TWAIN HARTE,CA,95383",6050
120.21368,38.051323,"19360 MICHIGAN DR ,TWAIN HARTE,CA,95383",6051
120.21935,38.046043,"19100 SUPERIOR DR ,TWAIN HARTE,CA,95383",6052
120.21928,38.045868,"19131 HURON DR ,TWAIN HARTE,CA,95383",6053
120.31905,37.977669,"14850 MONO WAY ,SONORA,CA,95370",6054
120.31499,37.978355,"19649 PEACEFUL OAK CT ,SONORA,CA,95370",6055
120.31081,37.979656,"19654 HIGHWAY 108 ,SONORA,CA,95370",6056
120.31073,37.976788,"15128 CAVALIERI RD ,SONORA,CA,95370",6057
120.31072,37.976509,"15127 CAVALIERI RD ,SONORA,CA,95370",6058
120.3073,37.982494,"19837 WAIF MINE RD ,SONORA,CA,95370",6059
120.30403,37.983517,"15500 JENNESS RD ,SONORA,CA,95370",6060
120.30534,37.980877,"19747 SERRANO RD ,SONORA,CA,95370",6061
120.33486,37.988506,"14163 OAK KNOLL RD ,SONORA,CA,95370",6062
120.33028,37.985973,"20073 PHOENIX LAKE RD ,SONORA,CA,95370",6063
120.33099,37.982971,"19847 PHOENIX LAKE RD ,SONORA,CA,95370",6064
120.33467,37.980808,"19738 PHOENIX LAKE RD ,SONORA,CA,95370",6065
120.32848,37.980148,"14432 EDGEMONT ACRES RD ,SONORA,CA,95370",6066
120.33217,37.979187,"14260 MONO WAY ,SONORA,CA,95370",6067
120.33334,37.995148,"14205 ALDER LN ,SONORA,CA,95370",6068
120.33258,37.994164,"20488 BROOK DR ,SONORA,CA,95370",6069
120.3343,37.993225,"14147 ALDER LN ,SONORA,CA,95370",6070
120.33277,37.990913,"20405 BROOK DR ,SONORA,CA,95370",6071
120.3353,37.992176,"20309 TURNER CT ,SONORA,CA,95370",6072
120.33524,37.991692,"20350 BROOK DR ,SONORA,CA,95370",6073
120.33616,37.993458,"20451 UPPER HILLVIEW DR ,SONORA,CA,95370",6074
120.33553,37.993114,"14119 ALDER LN ,SONORA,CA,95370",6075
120.33244,37.997318,"14210 HILLVIEW CT ,SONORA,CA,95370",6076
120.33225,37.997391,"20641 LOWER HILLVIEW DR ,SONORA,CA,95370",6077
120.33106,37.997696,"20624 LOWER HILLVIEW DR ,SONORA,CA,95370",6078
120.33004,37.996994,"20585 LOWER HILLVIEW DR ,SONORA,CA,95370",6079
120.32499,37.978268,"14570 MONO WAY ,SONORA,CA,95370",6080
120.33212,38.000401,"20823 LOWER HILLVIEW DR ,SONORA,CA,95370",6081
120.33292,37.998493,"20696 LOWER HILLVIEW DR ,SONORA,CA,95370",6082
120.33281,38.001053,"20866 LOWER HILLVIEW DR ,SONORA,CA,95370",6083
120.18507,38.066376,"24680 STATE HWY 108 ,MI WUK VILLAGE,CA,95346",6084
120.1996,38.05172,"23699 STATE HIGHWAY 108 ,TWAIN HARTE,CA,95383",6085
120.19594,38.060009,"24150 CEDAR ST ,,CA,95383",6086
120.19384,38.060005,"20285 LILAC LN ,,CA,95383",6087
120.19808,38.058941,"24139 PINE LAKE DR ,TWAIN HARTE,CA,95383",6088
120.19653,38.058777,"24076 GOLF LINKS DR ,TWAIN HARTE,CA,95383",6089
120.19536,38.056953,"23939 PINE LAKE DR ,TWAIN HARTE,CA,95383",6090
120.19642,38.056149,"23954 PINE LAKE DR ,TWAIN HARTE,CA,95383",6091
120.1981,38.057922,"24099 PINE LAKE CT ,TWAIN HARTE,CA,95383",6092
120.19892,38.057018,"24011 PINE LAKE DR ,TWAIN HARTE,CA,95383",6093
120.19984,38.057121,"24050 PINE LAKE DR ,TWAIN HARTE,CA,95383",6094
120.19714,38.055798,"23987 PINE LAKE DR ,TWAIN HARTE,CA,95383",6095
120.197,38.054981,"23915 REDWOOD CT ,TWAIN HARTE,CA,95383",6096
120.1961,38.055538,"23922 REDWOOD CT ,TWAIN HARTE,CA,95383",6097
120.19746,38.053234,"23961 REDWOOD CT ,TWAIN HARTE,CA,95383",6098
120.20689,38.055996,"19797 GREENVIEW DR ,TWAIN HARTE,CA,95383",6099
120.20606,38.053783,"23836 HILLTOP CIR ,TWAIN HARTE,CA,95383",6100
120.20611,38.053932,"23835 HILLTOP CIR ,TWAIN HARTE,CA,95383",6101
120.20448,38.053299,"19860 AUGUST CT ,TWAIN HARTE,CA,95383",6102
120.20329,38.052055,"19892 AUGUST CT ,TWAIN HARTE,CA,95383",6103
120.19926,38.05558,"23945 CROSSLEY WAY ,TWAIN HARTE,CA,95383",6104
120.25422,38.017879,"17632 SCENIC HEIGHTS DR ,SONORA,CA,95370",6105
120.22333,38.018456,"21914 CEDAR SPRINGS RD ,TWAIN HARTE,CA,95383",6106
120.22285,38.016773,"21756 CEDAR SPRINGS RD ,TWAIN HARTE,CA,95383",6107
120.21836,38.018349,"21887 CONFIDENCE RD ,TWAIN HARTE,CA,95383",6108
120.21832,38.018368,"21888 CONFIDENCE RD ,TWAIN HARTE,CA,95383",6109
120.22193,38.024044,"22071 CEDAR SPRINGS RD ,TWAIN HARTE,CA,95383",6110
120.22213,38.023788,"22060 CEDAR SPRINGS RD ,TWAIN HARTE,CA,95383",6111
120.22366,38.021404,"21990 CEDAR SPRINGS RD ,TWAIN HARTE,CA,95383",6112
120.22404,38.026348,"22352 N TUOLUMNE RD ,TWAIN HARTE,CA,95383",6113
120.22414,38.023048,"22106 N TUOLUMNE RD ,TWAIN HARTE,CA,95383",6114
120.22766,38.013954,"21599 N TUOLUMNE RD ,TWAIN HARTE,CA,95383",6115
120.22455,38.014526,"21645 CEDAR SPRINGS RD ,TWAIN HARTE,CA,95383",6116
120.22265,38.015881,"21705 CEDAR SPRINGS RD ,TWAIN HARTE,CA,95383",6117
120.2239,38.03125,"22487 N TUOLUMNE RD ,TWAIN HARTE,CA,95383",6118
120.22364,38.027733,"22361 ROBIN HOOD DR ,TWAIN HARTE,CA,95383",6119
120.22449,38.028732,"22452 N TUOLUMNE RD ,TWAIN HARTE,CA,95383",6120
120.2185,38.040176,"23038 TWAIN HARTE DR ,TWAIN HARTE,CA,95383",6121
120.25236,38.026085,"22267 S FORK RD ,SONORA,CA,95370",6122
120.25641,38.026787,"22340 LONGEWAY RD ,SONORA,CA,95370",6123
120.25243,38.034332,"22680 WILDCAT RIDGE RD ,SONORA,CA,95370",6124
120.25093,38.028774,"22401 S FORK RD ,SONORA,CA,95370",6125
120.22823,38.03471,"18785 SUGAR PINE RD ,TWAIN HARTE,CA,95383",6126
120.23036,38.033619,"22678 SPRUCE DR ,TWAIN HARTE,CA,95383",6127
120.22728,38.03574,"22783 MAPLE AVE ,TWAIN HARTE,CA,95383",6128
120.22722,38.033894,"22729 TAMARACK DR ,TWAIN HARTE,CA,95383",6129
120.22958,38.033188,"22657 TAMARACK DR ,TWAIN HARTE,CA,95383",6130
120.23015,38.033241,"22695 SPRUCE DR ,TWAIN HARTE,CA,95383",6131
120.22859,38.033451,"22716 TAMARACK DR ,TWAIN HARTE,CA,95383",6132
120.22863,38.033691,"22704 TAMARACK DR ,TWAIN HARTE,CA,95383",6133
120.23878,38.032501,"22650 FULLER RD ,TWAIN HARTE,CA,95383",6134
120.23914,38.031475,"22615 GOLF CLUB DR ,TWAIN HARTE,CA,95383",6135
120.23766,38.033222,"22672 BRET HARTE DR ,TWAIN HARTE,CA,95383",6136
120.23832,38.032475,"22624 GOLF CLUB DR ,TWAIN HARTE,CA,95383",6137
120.23746,38.03297,"22652 GOLF CLUB DR ,TWAIN HARTE,CA,95383",6138
120.23599,38.033997,"18453 MUIR AVE ,,CA,95383",6139
120.23534,38.031334,"22596 TWAIN HARTE DR ,TWAIN HARTE,CA,95383",6140
120.23163,38.032047,"22580 SPRUCE DR ,TWAIN HARTE,CA,95383",6141
120.23092,38.032284,"22631 SPRUCE DR ,TWAIN HARTE,CA,95383",6142
120.23185,38.030876,"22551 SPRUCE DR ,TWAIN HARTE,CA,95383",6143
120.22719,38.032108,"22611 CEDAR PINES AVE ,TWAIN HARTE,CA,95383",6144
120.22967,38.031059,"18747 THAYER CT ,TWAIN HARTE,CA,95383",6145
120.22995,38.031364,"22548 CEDAR PINES AVE ,TWAIN HARTE,CA,95383",6146
120.22795,38.032536,"22602 CEDAR PINES AVE ,TWAIN HARTE,CA,95383",6147
120.228,38.036812,"18774 SEQUOIA LN ,TWAIN HARTE,CA,95383",6148
120.43074,37.960907,"18551 RAILBED RD ,JAMESTOWN,CA,95327",6149
120.43248,37.957809,"9860 PULPIT ROCK RD ,JAMESTOWN,CA,95327",6150
120.42847,37.962479,"18786 RAWHIDE RD ,JAMESTOWN,CA,95327",6151
120.44854,37.939381,"17371 JEANESE DR ,JAMESTOWN,CA,95327",6152
120.44602,37.937202,"17266 JEANESE DR ,JAMESTOWN,CA,95327",6153
120.44851,37.933987,"17140 CHICKEN RANCH RD ,JAMESTOWN,CA,95327",6154
120.45271,37.934776,"8915 BENCH DR ,JAMESTOWN,CA,95327",6155
120.44878,37.97403,"19450 RAWHIDE RD ,SONORA,CA,95370",6156
120.45123,37.936684,"17307 TABLE MOUNTAIN RD ,JAMESTOWN,CA,95327",6157
120.4347,37.967209,"18964 RAWHIDE RD ,JAMESTOWN,CA,95327",6158
120.43531,37.96867,"9690 O NEIL CT ,JAMESTOWN,CA,95327",6159
120.43392,37.968678,"9800 PEPPERMINT CIR ,JAMESTOWN,CA,95327",6160
120.42949,37.964172,"18801 RAWHIDE RD ,JAMESTOWN,CA,95327",6161
120.43098,37.965611,"18860 RAWHIDE RD ,JAMESTOWN,CA,95327",6162
120.47644,37.965748,"7970 WILLIAMSON RD ,JAMESTOWN,CA,95327",6163
120.48241,37.964748,"7710 RUTH RIDGE RD ,JAMESTOWN,CA,95327",6164
120.42422,37.969334,"10155 PEPPERMINT CIR 99,JAMESTOWN,CA,95327",6165
120.42422,37.969334,"10155 PEPPERMINT CIR 41,JAMESTOWN,CA,95327",6166
120.44788,37.931164,"16976 NELSON RD ,JAMESTOWN,CA,95327",6167
120.46166,37.944904,"17901 SHELL RD ,JAMESTOWN,CA,95327",6168
120.26003,37.924084,"16690 APPLE COLONY RD ,TUOLUMNE,CA,95379",6169
120.24861,37.975098,"18035 CHEROKEE RD E ,TUOLUMNE,CA,95379",6170
120.62443,37.849293,"11090 STATE HIGHWAY 108 ,JAMESTOWN,CA,95327",6171
120.48362,37.863461,"8555 ENTERPRISE DR ,JAMESTOWN,CA,95327",6172
120.57999,37.847569,"11175 STATE HIGHWAY 108 120,JAMESTOWN,CA,95327",6173
120.61068,37.871159,"13788 TULLOCH DAM RD ,JAMESTOWN,CA,95327",6174
120.12056,37.794174,"9053 SMITH STATION RD ,GROVELAND,CA,95321",6175
120.13211,37.804695,"10000 SHORT LINE RD ,GROVELAND,CA,95321",6176
120.15626,37.796093,"22111 HELLS HOLLOW RD ,GROVELAND,CA,95321",6177
120.18148,37.825672,"20865 STATE HIGHWAY 120 ,GROVELAND,CA,95321",6178
